,id,title,release_date,budget,genres
39040,30641,Grizzly Rage,2007-06-07,2000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]"
39041,257345,The Darkness,2016-05-13,4000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
39050,397403,Brexit: The Movie,2016-05-11,430000.0,"[{'id': 99, 'name': 'Documentary'}]"
39058,322506,Elstree 1976,2015-10-09,370000.0,"[{'id': 99, 'name': 'Documentary'}]"
39067,298459,Next Time I'll Aim for the Heart,2014-11-12,5100000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
39096,58522,Boris - Il film,2011-04-01,3347850.0,"[{'id': 35, 'name': 'Comedy'}]"
39097,259693,The Conjuring 2,2016-05-13,40000000.0,"[{'id': 27, 'name': 'Horror'}]"
39122,75198,Bienvenue à bord,2011-10-05,12000000.0,"[{'id': 35, 'name': 'Comedy'}]"
39132,84228,Julia X,2011-09-24,4000000.0,"[{'id': 27, 'name': 'Horror'}]"
39134,366564,Comment c'est Loin,2015-12-09,2023920.0,"[{'id': 35, 'name': 'Comedy'}]"
39149,43074,Ghostbusters,2016-07-14,144000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]"
39152,61294,You and I,2011-01-31,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
39160,25625,Multiple Maniacs,1970-04-10,5000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
39197,343724,Identicals,2015-06-20,2004384.0,"[{'id': 878, 'name': 'Science Fiction'}]"
39203,226437,Life Feels Good,2013-10-11,996519.0,"[{'id': 18, 'name': 'Drama'}]"
39224,302699,Central Intelligence,2016-06-15,50000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
39238,398535,Udta Punjab,2016-06-17,5980000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
39256,376263,How to Let Go of the World and Love All the Things Climate Can't Change,2016-04-02,1600000.0,"[{'id': 99, 'name': 'Documentary'}]"
39257,35891,Mansquito,2005-03-05,5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
39283,46548,Header,2006-08-12,349999.0,"[{'id': 27, 'name': 'Horror'}]"
39286,377213,Te3n,2016-06-10,5069632.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
39287,324668,Jason Bourne,2016-07-27,120000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
39298,323426,Shamitabh,2015-02-06,3700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
39325,312113,Black November,2012-12-07,12500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
39327,393562,Raman Raghav 2.0,2016-06-24,521873.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
39331,258489,The Legend of Tarzan,2016-06-29,180000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
39332,316727,The Purge: Election Year,2016-06-29,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
39333,316023,Mike and Dave Need Wedding Dates,2016-07-07,33000000.0,"[{'id': 35, 'name': 'Comedy'}]"
39334,278154,Ice Age: Collision Course,2016-06-23,105000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
39335,345911,Lights Out,2016-07-21,4900000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
39336,294272,Pete's Dragon,2016-08-10,65000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
39340,333386,The Duel,2016-06-24,10000000.0,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]"
39347,89904,The Demolitionist,1995-03-09,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
39358,53010,La Chance de ma vie,2011-01-05,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
39371,359412,Marauders,2016-07-01,15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
39381,346641,The Nightmare,2015-07-01,85876.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
39389,324322,They Will Have to Kill Us First,2015-10-13,522360.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"
39411,184710,Quarantine L.A.,2013-03-09,1200000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"
39417,262260,The Desert Song,1929-04-08,354000.0,"[{'id': 10402, 'name': 'Music'}]"
39418,254664,The Journey,2014-01-30,1220000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
39422,66780,The Journey,2001-06-13,500000.0,"[{'id': 99, 'name': 'Documentary'}]"
39439,394047,The Dog Lover,2016-07-08,2000000.0,"[{'id': 18, 'name': 'Drama'}]"
39446,364051,The Innocents,2016-02-10,6000000.0,"[{'id': 18, 'name': 'Drama'}]"
39456,394499,Porta dos Fundos: Contrato Vitalício,2016-06-30,840000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
39463,328387,Nerve,2016-07-27,19000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]"
39464,389425,Code of Honor,2016-05-06,8000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
39475,363676,Sully,2016-09-07,60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
39491,385031,Dirty Lies,2016-02-27,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
39493,93091,Crazy Eyes,2012-07-06,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
39495,376812,Sultan,2016-07-06,10400000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
39501,372297,Charlie,2015-12-24,1900000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
39506,54893,One Day Like Rain,2007-06-15,500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
39513,263416,Dead Sea,2014-04-15,500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"
39517,360249,The Last King,2016-02-12,5455000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
39527,15467,Kismat Konnection,2008-07-18,4180000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
39528,349086,Bitcoin: The End of Money as We Know It,2015-07-18,100000.0,"[{'id': 99, 'name': 'Documentary'}]"
39537,325789,The Infiltrator,2016-07-13,25000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
39539,308266,War Dogs,2016-08-17,40000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
39560,351809,To Steal from a Thief,2016-03-03,6700000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
39571,98948,Abraham Lincoln vs. Zombies,2012-05-29,150000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
39575,54821,Adam,1992-10-05,500000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
39577,22750,The Blood of Jesus,1941-04-26,5000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
39598,397873,Cyborg X,2016-05-17,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
39599,403232,Vigilante Diaries,2016-09-01,4000000.0,"[{'id': 28, 'name': 'Action'}]"
39600,282024,The Iron Ivan,2014-07-10,12000000.0,"[{'id': 18, 'name': 'Drama'}]"
39609,76348,Us Two,1979-05-23,4100000.0,"[{'id': 18, 'name': 'Drama'}]"
39614,356626,Black,2015-11-11,1200000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
39626,382322,Batman: The Killing Joke,2016-07-21,3500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
39628,173689,Lights of New York,1928-07-18,75000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
39631,303856,The Presence,2014-10-31,40000.0,"[{'id': 27, 'name': 'Horror'}]"
39648,35165,The Rainbow Thief,1990-09-01,10000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]"
39662,376659,Bad Moms,2016-07-28,20000000.0,"[{'id': 35, 'name': 'Comedy'}]"
39663,338766,Hell or High Water,2016-08-12,12000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]"
39670,383869,Back to Mom's,2016-06-01,8600000.0,"[{'id': 35, 'name': 'Comedy'}]"
39688,300669,Don't Breathe,2016-08-25,9900000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
39694,403119,47 Meters Down,2017-06-15,5500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]"
39698,391995,Hillary's America: The Secret History of the Democratic Party,2016-07-01,5000000.0,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]"
39717,54583,Hollywood North,2004-01-12,500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]"
39718,368940,Robinson Crusoe,2016-02-04,13500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
39729,228496,Sx_Tape,2014-05-16,600000.0,"[{'id': 27, 'name': 'Horror'}]"
39754,180691,David Bowie & the Story of Ziggy Stardust,2012-06-22,150000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
39769,199916,Whitey,1980-12-17,959300.0,"[{'id': 18, 'name': 'Drama'}]"
39773,376660,The Edge of Seventeen,2016-11-18,9000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
39784,159550,The Last Brickmaker in America,2001-09-23,8000000.0,"[{'id': 18, 'name': 'Drama'}]"
39787,309579,Prince Among Slaves,2008-02-04,800000.0,"[{'id': 99, 'name': 'Documentary'}]"
39788,351339,Anthropoid,2016-08-12,9000000.0,"[{'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
39789,309886,Blood Father,2016-08-11,13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
39791,366656,Snowtime!,2015-11-12,12500000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
39793,337674,Elle,2016-05-25,9804690.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
39797,399894,Daylight's End,2016-04-16,2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
39813,105506,Grandmaster,2012-05-03,120000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
39815,392554,The Days That Confused,2016-04-08,566000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
39818,268956,Bubblegum and Broken Fingers,2011-01-01,24000.0,"[{'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
39819,296472,Wedding Day,2012-06-15,350000.0,"[{'id': 18, 'name': 'Drama'}]"
39821,396535,Train to Busan,2016-07-20,8820000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
39842,368031,Friend Request,2016-01-07,9900000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
39860,391088,The Making of Trump,2015-11-30,800000.0,"[{'id': 99, 'name': 'Documentary'}]"
39889,56296,Deuce of Spades,2010-06-01,25000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
39893,34989,Slovenian Girl,2009-09-30,2600000.0,"[{'id': 18, 'name': 'Drama'}]"
39895,61999,Sara,1997-05-23,835000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]"
39907,22745,The Seamstress,2009-09-24,2500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
39920,278924,Mechanic: Resurrection,2016-08-25,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
39930,332285,Antibirth,2016-09-02,35000000.0,"[{'id': 27, 'name': 'Horror'}]"
39932,333484,The Magnificent Seven,2016-09-14,90000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
39935,407375,Sniper: Ghost Shooter,2016-08-02,3000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
39952,32147,Starchaser: The Legend of Orin,1985-01-01,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]"
39953,270774,Skiptrace,2016-07-21,32000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
39962,376867,Moonlight,2016-10-21,4000000.0,"[{'id': 18, 'name': 'Drama'}]"
39963,271706,Big Fish & Begonia,2016-07-08,4531653.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"
39964,348668,A Conspiracy of Faith,2016-03-03,5210000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
39967,71559,Love Like Poison,2010-04-08,2000000.0,"[{'id': 18, 'name': 'Drama'}]"
39980,228034,The Bronx Bull,2016-06-13,7000000.0,"[{'id': 18, 'name': 'Drama'}]"
39982,330982,The Childhood of a Leader,2016-07-22,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
39989,213681,Masterminds,2016-09-29,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
39994,393841,Pelli Choopulu,2016-07-29,200000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
40004,392572,Rustom,2016-08-12,1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
40015,313297,Kubo and the Two Strings,2016-08-18,60000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]"
40020,95610,Bridget Jones's Baby,2016-09-14,35000000.0,"[{'id': 35, 'name': 'Comedy'}]"
40021,283552,The Light Between Oceans,2016-09-02,20000000.0,"[{'id': 18, 'name': 'Drama'}]"
40022,377264,Morgan,2016-09-01,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
40023,317557,Queen of Katwe,2016-09-23,15000000.0,"[{'id': 18, 'name': 'Drama'}]"
40024,296524,Deepwater Horizon,2016-09-29,110000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
40025,283366,Miss Peregrine's Home for Peculiar Children,2016-09-28,110000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]"
40026,346685,The Girl on the Train,2016-10-05,45000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
40027,369883,Middle School: The Worst Years of My Life,2016-10-07,8500000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
40028,302946,The Accountant,2016-10-14,44000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
40040,298721,Cemetery of Splendour,2015-09-02,980000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
40048,317930,Compadres,2016-03-31,3000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
40052,347126,God's Not Dead 2,2016-04-01,5000000.0,"[{'id': 18, 'name': 'Drama'}]"
40055,366080,Kabali,2016-07-22,18700000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
40057,406429,League of Gods,2016-07-28,38000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]"
40058,402672,Mohenjo Daro,2016-08-11,15050000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
40069,72640,The Old Mill,1937-11-05,50663.0,"[{'id': 16, 'name': 'Animation'}]"
40074,368942,A Quiet Passion,2016-10-07,8138338.0,"[{'id': 18, 'name': 'Drama'}]"
40077,348677,The Model,2016-02-11,4000000.0,"[{'id': 18, 'name': 'Drama'}]"
40081,139521,Matru Ki Bijlee Ka Mandola,2013-01-11,838403.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
40113,2324,Local Color,2006-09-19,3250000.0,"[{'id': 18, 'name': 'Drama'}]"
40139,140380,26 Years,2012-11-29,4330000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
40196,316784,The Black Hole,2015-05-26,800000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
40198,33714,I'm Staying,2007-04-19,1000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
40201,184341,Hands of Stone,2016-08-26,20000000.0,"[{'id': 18, 'name': 'Drama'}]"
40224,315011,Shin Godzilla,2016-07-29,15000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
40230,412678,Cartels,2016-05-19,7000000.0,"[{'id': 28, 'name': 'Action'}]"
40237,54837,Highway Patrolman,1991-12-28,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
40246,369202,Lake Bodom,2016-08-19,1100000.0,"[{'id': 27, 'name': 'Horror'}]"
40249,51822,Love Hurts,2002-11-08,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
40261,110669,Wabash Avenue,1950-03-31,2115000.0,"[{'id': 10402, 'name': 'Music'}]"
40270,27696,The Thirsting,2006-01-01,350000.0,"[{'id': 27, 'name': 'Horror'}]"
40272,180095,Refuge,2013-03-22,100000.0,"[{'id': 53, 'name': 'Thriller'}]"
40349,351037,The Ardennes,2015-10-14,2200000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
40352,245692,The Search,2014-11-26,25000000.0,"[{'id': 18, 'name': 'Drama'}]"
40361,58365,Just Call Me Nobody,2010-12-03,10000000.0,"[{'id': 35, 'name': 'Comedy'}]"
40366,377273,Aquarius,2016-09-01,762241.0,"[{'id': 18, 'name': 'Drama'}]"
40380,363841,Guernica,2016-04-26,6229577.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]"
40383,273856,Cruel Will,2013-12-30,80000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
40387,410537,The Amityville Terror,2016-04-01,500000.0,"[{'id': 27, 'name': 'Horror'}]"
40390,388256,Mamaboy,2017-05-23,700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]"
40391,401294,Virtual Revolution,2016-10-12,3200000.0,"[{'id': 878, 'name': 'Science Fiction'}]"
40392,329556,Landmine Goes Click,2015-03-03,1000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
40398,384021,Who's Driving Doug,2016-02-26,1500000.0,"[{'id': 18, 'name': 'Drama'}]"
40401,388273,No Letting Go,2016-03-18,500000.0,[]
40402,36046,The Work and the Glory,2004-11-24,7500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
40403,14631,The Work and the Glory II: American Zion,2005-10-21,6500000.0,"[{'id': 18, 'name': 'Drama'}]"
40404,32523,The Work and the Glory III: A House Divided,2006-11-22,6500000.0,"[{'id': 18, 'name': 'Drama'}]"
40405,48382,"The Book of Mormon Movie, Volume 1: The Journey",2003-09-12,2000000.0,[]
40406,321530,Caffeinated,2015-01-31,200000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]"
40416,324786,Hacksaw Ridge,2016-10-07,40000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
40439,91088,The King of Pigs,2011-11-03,130000.0,"[{'id': 16, 'name': 'Animation'}]"
40462,364615,Toro,2016-04-22,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
40485,393729,Divines,2016-08-31,2791874.0,"[{'id': 18, 'name': 'Drama'}]"
40486,340945,USS Indianapolis: Men of Courage,2016-09-22,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]"
40487,408194,Devil's Bride,2016-09-09,3100000.0,"[{'id': 18, 'name': 'Drama'}]"
40495,293767,Billy Lynn's Long Halftime Walk,2016-11-10,40000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
40496,405203,Born in Heinola,2016-09-07,1200000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
40497,351211,Blair Witch,2016-09-15,5000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
40499,325346,The Hollars,2016-08-25,3800000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
40504,308529,Kickboxer: Vengeance,2016-07-14,17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
40508,339419,Loving,2016-11-04,9000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
40518,284564,31,2016-09-15,1500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
40523,69696,What Remains,2005-01-01,1000000.0,"[{'id': 99, 'name': 'Documentary'}]"
40529,56109,Swamp Devil,2008-07-04,2000000.0,"[{'id': 27, 'name': 'Horror'}]"
40541,329718,Finding Altamira,2016-04-01,9500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
40570,376166,From the Land of the Moon,2016-10-19,10300000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
40580,357540,Freelance,2015-10-06,455000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
40581,340677,I.T.,2016-09-09,13000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
40596,258230,A Monster Calls,2016-10-07,43000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
40598,329865,Arrival,2016-11-10,47000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]"
